COD_PROPOSTA,COD_CLIENTE,COD_COLABORADOR,DATA_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
1489,262,10,2013-03-04 10:08:02.630,0.0181,114796.3057551465800,189536.05,74739.74424485341000,10728.825455864853000,12,6,Aprovada
1490,38,33,2019-07-02 20:36:29.275,0.0235,14525.5790494376630,26952.24,12426.66095056233800,385.838365650803950,93,0,Em análise
1491,398,75,2014-12-10 14:29:59.196,0.0189,147886.8143861164300,192392.63,44505.81561388358400,7477.362072911541000,25,1,Enviada
1492,306,4,2020-08-24 21:58:47.817,0.0081,101344.9855576676500,161587.57,60242.58444233236500,1463.709780762590300,102,0,Validação documentos
1493,47,13,2010-09-21 14:50:03.551,0.0226,189141.2978000699700,245266.83,56125.53219993003600,21343.902457530260000,10,4,Aprovada
1494,750,45,2012-11-04 16:18:22.354,0.0145,164901.8221065122600,231871.17,66969.34789348775000,3208.272737846136400,95,1,Enviada
1495,425,26,2020-02-13 06:22:21.545,0.0162,84789.6457227650500,153794.03,69004.38427723495000,2340.758497175855600,55,5,Validação documentos
1496,887,62,2016-07-30 18:03:36.830,0.0140,14071.0484696527750,26838.25,12767.20153034722500,301.967038152739600,76,4,Aprovada
1497,544,44,2011-09-19 12:57:12.870,0.0237,129288.7260768144200,223536.79,94248.06392318559000,4309.418043711649000,53,0,Em análise
1498,482,95,2014-09-09 05:10:02.597,0.0186,84345.5923105025400,166549.16,82203.56768949746000,1817.136126819098300,108,6,Enviada
1499,728,54,2021-11-29 01:02:25.902,0.0182,108249.8635351342200,212710.50,104460.63646486578000,2277.785154326791600,111,2,Em análise
1500,365,68,2014-04-19 00:09:53.146,0.0144,39925.2933621810200,72886.35,32961.05663781898000,773.904187219100000,95,5,Aprovada
1501,299,6,2010-01-11 01:37:28.756,0.0202,7139.6537341365530,11815.47,4675.81626586344650,160.656042009753630,114,2,Enviada
1502,953,15,2011-12-05 22:58:30.472,0.0205,14909.3929003308000,26412.22,11502.82709966920000,341.552381468954700,111,3,Aprovada
1503,979,95,2016-03-12 00:07:18.016,0.0218,145065.9662371867000,228586.53,83520.56376281330000,4847.339016454230000,49,2,Aprovada
1504,671,93,2014-03-02 06:25:59.364,0.0207,96201.9194030854000,141948.92,45747.00059691461500,3352.263839372848000,44,4,Em análise
1505,884,71,2020-02-28 04:06:28.182,0.0093,97540.7968457671400,186288.80,88748.00315423285000,10259.927647220873000,10,6,Em análise
1506,388,54,2020-09-23 22:50:09.273,0.0112,20112.1119215533180,26610.24,6498.12807844668500,1800.513476609158700,12,1,Validação documentos
1507,120,21,2013-03-30 11:23:01.923,0.0090,105933.2650698153900,157762.88,51829.61493018462000,1895.998480824501700,78,3,Validação documentos
1508,746,91,2020-06-17 06:57:48.213,0.0169,32603.1527139400280,53667.71,21064.55728605997000,1609.793240744663300,25,0,Validação documentos
1509,377,91,2014-05-30 00:11:43.290,0.0141,79044.9900412333700,130418.44,51373.44995876663000,1714.398868711422700,75,5,Enviada
1510,660,98,2015-12-05 16:40:50.394,0.0151,37160.3346303911000,47302.79,10142.45536960889900,732.239514544955200,97,1,Aprovada
1511,173,23,2011-09-03 19:59:28.368,0.0158,130880.6176063875200,226617.17,95736.55239361250000,3207.816329604708700,66,2,Enviada
1512,219,85,2015-07-17 10:26:43.221,0.0174,88629.1001190774600,156836.92,68207.81988092256000,5777.466184812116000,18,2,Validação documentos
1513,951,21,2016-02-14 16:53:05.757,0.0181,166894.2959455938000,220510.08,53615.78405440620600,3469.723318152125000,114,2,Enviada
1514,576,13,2012-05-18 22:25:03.654,0.0121,73188.7199493641100,93540.40,20351.68005063588500,1201.846967661740600,111,2,Em análise
1515,532,11,2011-09-28 00:53:02.203,0.0223,52782.2147060684200,84230.28,31448.06529393157700,1269.012265288368000,119,2,Validação documentos
1516,869,66,2011-12-19 18:37:13.610,0.0223,121249.2758505600200,146246.51,24997.23414943998400,3379.336729927930000,73,2,Validação documentos
1517,551,9,2012-08-25 02:07:53.319,0.0248,146319.2425924697000,215337.40,69018.15740753029000,4903.177059535134500,55,2,Em análise
1518,92,63,2014-01-18 19:52:06.718,0.0232,156029.6871051359000,190556.20,34526.51289486410000,9839.467284384453000,20,5,Em análise
1519,815,57,2019-01-07 16:53:19.698,0.0089,129609.1187365279800,219422.90,89813.78126347202000,2398.599673824125600,74,4,Em análise
1520,951,8,2017-02-09 16:56:59.686,0.0185,120240.2003841619900,185906.75,65666.54961583801000,2875.986883534064000,81,2,Aprovada
1521,475,64,2012-07-12 20:36:01.700,0.0104,93321.5297114124400,182046.33,88724.80028858755000,1580.749079438992800,92,5,Enviada
1522,152,84,2020-12-28 15:23:39.374,0.0210,88779.2431583294200,159717.77,70938.52684167057000,2070.533867032400400,111,2,Validação documentos
1523,210,92,2021-12-18 03:29:35.705,0.0129,80835.8116597613600,102525.12,21689.30834023863300,2036.023200117953600,56,2,Em análise
1524,546,59,2015-06-04 11:33:09.275,0.0114,44363.0561785513400,73315.31,28952.25382144866000,2291.343592482731000,22,2,Aprovada
1525,169,19,2018-02-05 11:29:59.381,0.0209,180051.0124237513200,235996.05,55945.03757624867000,4527.421704462961000,86,0,Em análise
1526,877,85,2016-03-17 22:58:57.435,0.0081,61358.2308520049560,77489.06,16130.82914799504600,2184.380893287863700,32,5,Em análise
1527,178,72,2013-09-21 13:52:29.110,0.0232,73728.8674222262900,102668.42,28939.55257777370200,3438.594307505887000,30,0,Aprovada
1528,835,95,2017-11-04 07:02:48.956,0.0129,23255.4915524636960,34834.48,11578.98844753630700,662.950285293218800,47,2,Aprovada
1529,822,40,2013-04-19 16:34:26.440,0.0205,63624.5669337372100,79575.18,15950.61306626278700,1560.735139983271200,89,0,Em análise
1530,537,22,2014-11-21 14:10:00.201,0.0190,140628.0183126736700,175518.23,34890.21168732634000,2997.133751770395000,118,1,Aprovada
1531,58,52,2016-12-19 21:50:10.594,0.0243,112657.8280947289600,163987.55,51329.72190527103500,5105.527310247205000,32,0,Validação documentos
1532,496,19,2014-06-03 03:26:15.648,0.0145,180814.2529564804300,247904.31,67090.05704351957000,3760.193752352349300,83,0,Enviada
1533,547,90,2018-11-28 05:46:44.055,0.0134,137706.0045468342700,199927.51,62221.50545316574000,3430.298681841424200,58,4,Em análise
1534,810,24,2016-04-07 17:41:30.705,0.0159,77686.3795234218000,144091.69,66405.31047657820000,1961.154350762943500,63,4,Aprovada
1535,364,48,2022-11-10 20:48:43.656,0.0168,47146.6257708252200,93359.02,46212.39422917478000,5688.320348982321000,9,0,Em análise
1536,704,93,2012-02-10 22:29:26.840,0.0106,106443.1107236973000,128284.64,21841.52927630269200,1772.386457465313000,96,0,Em análise
1537,504,80,2015-10-05 07:53:30.119,0.0152,147626.7634723556000,243972.01,96345.24652764441000,2707.386531159634600,117,5,Aprovada
1538,236,80,2018-05-16 17:26:30.687,0.0183,107824.3790407410600,205514.83,97690.45095925893000,3537.268100389249400,45,2,Em análise
1539,3,20,2011-09-20 00:56:18.619,0.0088,131442.2109733245000,207186.81,75744.59902667551000,4084.581683576361200,38,1,Aprovada
1540,756,19,2014-05-20 21:40:46.503,0.0097,50791.1160658157750,66676.47,15885.35393418422200,2684.990086583076000,21,3,Validação documentos
1541,682,34,2018-07-01 18:30:18.028,0.0225,26986.3869494238200,35274.39,8288.00305057617900,13950.277488524660000,2,6,Validação documentos
1542,663,93,2013-06-12 13:46:40.809,0.0104,7878.6510128843890,14317.80,6439.14898711561000,228.172363347328430,43,6,Em análise
1543,1,5,2011-10-21 20:20:46.318,0.0158,1676.8878929688121,3326.15,1649.26210703118800,43.033830046580256,61,5,Em análise
1544,693,78,2017-08-08 07:02:30.085,0.0127,188941.5766419842000,238389.92,49448.34335801581600,8868.316415658079000,25,2,Enviada
1545,437,24,2019-01-22 02:34:20.074,0.0101,83118.1286586883000,108606.42,25488.29134131169500,1301.938139008577500,103,0,Validação documentos
1546,833,69,2022-05-16 21:10:37.178,0.0169,160105.4784066669000,232991.35,72885.87159333313000,4444.579283791046000,56,4,Aprovada
1547,801,13,2011-03-07 12:51:31.409,0.0190,46619.0249233013500,71269.65,24650.62507669864000,1144.495504464714000,79,4,Aprovada
1548,941,25,2010-11-24 01:42:33.444,0.0133,37819.1659950851000,64677.70,26858.53400491489800,2639.733694156790500,16,1,Validação documentos
1549,538,32,2022-08-22 05:21:07.390,0.0170,81553.9935487309300,97903.36,16349.36645126907000,3178.045167667319000,34,0,Validação documentos
1550,790,86,2011-07-01 16:56:15.271,0.0201,72447.9090283061700,122656.74,50208.83097169383000,2846.904841522041000,36,3,Aprovada
1551,196,73,2016-03-04 17:15:11.019,0.0106,175408.2009826028000,214094.03,38685.82901739720000,45020.255990679830000,4,6,Aprovada
1552,840,91,2022-08-06 14:06:33.167,0.0103,43002.1192994909800,58396.39,15394.27070050902100,833.282641858950900,74,3,Validação documentos
1553,148,38,2013-01-22 16:54:31.595,0.0227,156748.6789328150000,211445.41,54696.73106718501000,4604.934363989093000,66,2,Validação documentos
1554,675,86,2018-11-21 05:57:42.232,0.0172,209045.4542113063000,248626.75,39581.29578869371500,6521.338700876908000,47,1,Em análise
1555,36,64,2014-07-13 18:41:03.041,0.0220,44228.0779686459300,59184.07,14955.99203135407000,2757.329586686519000,20,3,Enviada
1556,184,8,2014-05-30 08:39:21.198,0.0200,16603.4127202524180,21388.40,4784.98727974758200,1570.012009391449500,12,2,Enviada
1557,581,38,2017-05-05 00:20:23.439,0.0217,94841.1543823229400,157448.02,62606.86561767704000,48969.639527972690000,2,6,Em análise
1558,181,52,2017-05-24 03:41:41.938,0.0195,69816.6794142020800,92118.39,22301.71058579791500,1790.222486795649700,74,3,Validação documentos
1559,815,72,2016-05-17 20:58:17.525,0.0161,144265.2805048626000,194975.34,50710.05949513738600,4168.723705542479000,51,1,Em análise
1560,817,50,2014-11-21 18:17:41.384,0.0088,156147.9272114215700,206280.77,50132.84278857842000,2703.863325337557400,81,1,Em análise
1561,685,43,2011-06-15 14:19:30.994,0.0113,130496.5537022732300,178000.26,47503.70629772678500,2221.576655201999500,97,0,Enviada
1562,836,9,2019-09-19 13:34:57.104,0.0083,91371.8436075382600,128238.63,36866.78639246173400,1846.072713920727200,64,1,Validação documentos
1563,808,47,2012-05-25 17:05:52.317,0.0218,126452.8892612629100,150831.24,24378.35073873707400,4846.904804858374000,39,3,Em análise
1564,295,12,2020-07-16 23:11:57.445,0.0139,49596.7680288181100,99069.80,49473.03197118189600,908.616466209888200,103,1,Validação documentos
1565,739,97,2012-03-07 06:17:12.397,0.0154,93984.1113401310400,118504.41,24520.29865986895700,2258.593591647386000,67,5,Em análise
1566,354,83,2020-04-13 17:54:14.707,0.0181,171798.0104118059400,214265.04,42467.02958819405500,7471.823297817650000,30,6,Validação documentos
1567,646,55,2017-12-19 19:28:14.857,0.0136,125241.3261843184300,155883.73,30642.40381568157300,2184.430099416645000,112,2,Em análise
1568,313,71,2022-10-29 03:45:55.844,0.0099,131146.7721034813100,200499.34,69352.56789651868000,2421.185861763799000,78,5,Em análise
1569,585,49,2019-09-28 16:36:30.414,0.0229,54398.1417141777000,97517.53,43119.38828582230000,2882.054141158036000,25,4,Validação documentos
1570,840,71,2017-11-20 21:11:45.638,0.0221,90863.6229709950900,179198.85,88335.22702900492000,3342.799445255348500,42,5,Em análise
1571,780,41,2022-03-06 06:06:54.953,0.0116,25188.1840312368730,36970.74,11782.55596876312500,1558.586711372405700,18,3,Aprovada
1572,839,19,2020-10-13 08:48:03.909,0.0114,102631.1436049116300,157114.14,54482.99639508837600,34993.325049930405000,3,0,Validação documentos
1573,337,45,2018-08-18 12:31:51.796,0.0181,166386.3646480107600,203498.76,37112.39535198924600,3652.720034021289000,97,5,Aprovada
1574,762,50,2019-11-09 10:06:39.081,0.0244,118993.7757936357400,233140.36,114146.58420636425000,7308.915148933501000,21,2,Validação documentos
1575,177,89,2019-03-19 20:51:21.451,0.0133,111809.0788496858600,178338.31,66529.23115031414000,2028.195711988422300,100,4,Enviada
1576,249,30,2018-09-21 10:57:44.172,0.0090,66277.3657341052200,100131.92,33854.55426589478000,2067.117756703633400,38,0,Validação documentos
1577,38,29,2016-05-28 11:08:18.717,0.0153,149940.4425421147600,217464.27,67523.82745788523000,12806.647555658152000,13,2,Validação documentos
1578,251,77,2014-01-11 11:04:54.801,0.0230,134725.4895596403000,213936.49,79211.00044035970000,3666.877350423450000,82,3,Enviada
1579,177,40,2010-04-29 20:12:14.713,0.0193,16048.8322103156570,20787.48,4738.64778968434300,432.107836357032400,66,5,Em análise
1580,179,35,2014-03-28 12:18:06.513,0.0161,201879.0767910665000,242157.85,40278.77320893351000,6156.350030895141000,47,1,Enviada
1581,95,74,2011-01-01 04:58:40.561,0.0123,51299.7550547499900,73308.89,22009.13494525000700,849.744564505415200,111,6,Validação documentos
1582,965,34,2016-01-22 15:17:11.087,0.0203,61693.8160356101700,103643.47,41949.65396438983000,3783.923258964779500,20,1,Validação documentos
1583,798,89,2016-03-04 07:23:39.401,0.0228,29796.4374934294800,56706.69,26910.25250657052300,1079.818891634499000,44,0,Validação documentos
1584,184,88,2017-10-29 21:07:54.948,0.0180,111168.4258506423200,154299.28,43130.85414935768000,2590.249747112640300,83,1,Validação documentos
1585,340,2,2016-12-09 12:49:20.007,0.0089,14782.1356156736800,20064.36,5282.22438432631950,221.123596525293320,102,2,Aprovada
1586,945,74,2010-05-19 04:32:53.536,0.0235,70897.9799181674600,131867.74,60969.76008183254000,7389.197778964310000,11,4,Validação documentos
1587,241,33,2016-06-30 15:59:14.991,0.0228,98009.7309994286500,164228.73,66218.99900057136000,2429.106838938017500,112,5,Aprovada
1588,199,80,2014-01-30 00:28:46.040,0.0182,115311.8531282909500,163165.34,47853.48687170904000,2560.116442631814600,95,4,Validação documentos
1589,21,34,2021-08-19 06:19:23.914,0.0099,100912.4672658705100,134723.12,33810.65273412948000,4020.205441359844400,29,2,Aprovada
1590,269,70,2010-02-05 03:04:01.773,0.0235,120474.8855860041200,231053.03,110578.14441399588000,5087.735269643987000,35,6,Aprovada
1591,150,86,2022-06-17 04:44:54.260,0.0198,9665.2776605316470,12896.30,3231.02233946835260,211.926654944673370,119,2,Enviada
1592,126,14,2011-01-28 18:49:39.089,0.0101,20721.7670529148340,38848.73,18126.96294708517000,342.435954445275740,94,2,Validação documentos
1593,767,7,2012-03-18 17:18:18.732,0.0132,107729.5702807747600,149788.19,42058.61971922525000,3044.265651808045300,48,2,Aprovada
1594,419,27,2017-02-03 13:01:32.695,0.0196,110811.9788811584100,192832.82,82020.84111884159000,2676.024377769780600,86,2,Aprovada
1595,366,19,2021-08-31 16:07:31.944,0.0092,23452.4693736021330,35040.71,11588.24062639786600,334.661508444843000,113,0,Em análise
1596,950,67,2016-06-21 04:23:13.209,0.0108,23814.0218105959870,44519.35,20705.32818940401200,584.336580357396100,54,6,Aprovada
1597,863,59,2022-08-05 20:29:42.054,0.0197,66677.9684298541700,83948.72,17270.75157014583200,1508.001397669043400,105,1,Aprovada
1598,980,30,2012-03-06 14:56:45.274,0.0229,44754.5409912445760,61224.72,16470.17900875542000,1413.843722754009100,57,3,Em análise
1599,175,37,2021-11-03 06:19:18.420,0.0099,45773.0746883132960,77275.42,31502.34531168670600,1721.938963492471000,31,1,Em análise
1600,101,56,2013-08-06 02:05:18.981,0.0116,143441.2321871266000,215616.76,72175.52781287340000,2560.284724591601400,91,0,Enviada
1601,83,67,2014-09-05 02:32:17.378,0.0145,15330.1528053257060,19215.71,3885.55719467429200,2686.248376617056200,6,2,Validação documentos
1602,881,52,2021-04-05 04:14:04.654,0.0118,131239.6655407206600,156472.39,25232.72445927936500,3215.854470122261000,56,5,Enviada
1603,816,12,2013-03-30 04:58:26.553,0.0088,116578.2065952607200,218219.47,101641.26340473928000,1640.968953903874300,112,1,Validação documentos
1604,964,59,2017-03-11 11:06:16.800,0.0162,136344.3258014428400,171629.31,35284.98419855717000,14878.531556456044000,10,2,Aprovada
1605,799,25,2011-10-22 01:10:52.307,0.0100,104113.6460534963100,183287.59,79173.94394650368000,2787.237906667890500,47,1,Enviada
1606,727,95,2011-04-18 13:54:17.190,0.0143,148096.4937786123000,228502.84,80406.34622138772000,3420.119928232571000,68,5,Em análise
1607,223,54,2019-02-09 03:38:42.402,0.0121,169910.3036020092500,200689.03,30778.72639799073700,7916.843031855254000,25,1,Enviada
1608,319,64,2013-06-12 09:05:35.270,0.0148,13977.6672257528590,20939.14,6961.47277424714050,2116.757124474752000,7,3,Em análise
1609,423,24,2011-09-06 15:12:18.827,0.0153,18443.0465765803200,34906.97,16463.92342341968000,1240.315941056451500,17,1,Validação documentos
1610,57,46,2019-12-20 17:45:39.553,0.0231,159815.8791070465200,236620.05,76804.17089295345000,4327.207358406578000,84,4,Enviada
1611,999,100,2013-01-23 17:25:37.765,0.0230,24863.8491495427150,36645.43,11781.58085045728500,731.231509001026700,67,5,Validação documentos
1612,550,47,2016-07-03 07:10:10.317,0.0096,190231.7878676601000,234723.74,44491.95213233986600,2807.852628058073600,110,5,Aprovada
1613,272,51,2021-09-06 16:50:10.284,0.0176,123527.2026909684600,173875.66,50348.45730903153000,8925.741014257716000,16,5,Enviada
1614,451,26,2010-12-30 20:52:57.367,0.0242,80997.2130609143000,118826.29,37829.07693908569500,2104.709040007818000,112,5,Enviada
1615,43,53,2014-08-14 10:26:51.917,0.0095,100849.0841856092000,123794.87,22945.78581439079400,2543.184998795532500,50,5,Enviada
1616,714,12,2014-05-17 21:58:55.415,0.0137,71885.3633503070600,87516.72,15631.35664969294300,2346.280866692023700,40,5,Enviada
1617,38,85,2010-05-28 06:55:25.263,0.0138,48684.2931107080900,79614.66,30930.36688929191600,835.354979731217900,119,1,Em análise
1618,965,23,2018-09-24 00:57:55.461,0.0123,71449.6762367901200,95922.75,24473.07376320987500,1795.348427169431700,55,2,Aprovada
1619,150,28,2011-11-23 05:01:10.722,0.0091,91423.8106940049800,115221.25,23797.43930599502700,2485.032739126569600,45,6,Enviada
1620,804,42,2017-10-13 05:00:34.949,0.0221,160487.6658591275300,200498.80,40011.13414087247000,4042.559911175334500,96,0,Validação documentos
1621,848,44,2013-11-08 21:51:53.466,0.0217,74770.9600174153200,100576.44,25805.47998258468600,2412.608667445334500,52,0,Em análise
1622,380,80,2012-12-31 02:48:08.181,0.0180,111473.7884913324500,137291.40,25817.61150866753800,2793.745422506013000,71,0,Aprovada
1623,58,2,2013-07-19 23:17:28.306,0.0125,102410.7819024977200,138555.68,36144.89809750226400,2017.856825301368400,81,5,Validação documentos
1624,710,39,2021-02-25 22:50:27.956,0.0184,65418.2426370039800,77665.72,12247.47736299601600,2012.415581622385800,50,1,Em análise
1625,608,46,2010-06-09 17:29:04.320,0.0183,111610.6439213100700,190274.42,78663.77607868995000,2431.976369631955000,101,4,Em análise
1626,547,16,2013-06-03 12:42:13.336,0.0124,162649.9986578180000,236507.94,73857.94134218200000,2939.934696567672300,94,5,Enviada
1627,534,2,2022-11-22 13:00:20.774,0.0240,84414.6599865572200,144296.70,59882.04001344279000,2437.531026077079000,75,0,Enviada
1628,66,69,2017-11-01 08:50:18.132,0.0166,141458.5892655716700,178280.44,36821.85073442834000,3458.858125143660300,69,4,Enviada
1629,63,63,2021-06-30 21:11:36.699,0.0143,162306.7539779257000,222236.43,59929.67602207430000,4629.996664844742000,49,6,Enviada
1630,208,97,2022-03-12 16:09:38.809,0.0197,17344.3181914893720,22625.25,5280.93180851062700,390.052908919044340,107,6,Enviada
1631,944,36,2017-11-11 15:53:22.816,0.0134,106996.7194138012100,137517.37,30520.65058619877500,6134.248774698155000,20,1,Aprovada
1632,976,59,2019-03-08 06:22:20.321,0.0084,134178.1610018483500,207475.93,73297.76899815165000,5232.549204667692000,29,4,Em análise
1633,453,6,2019-12-19 12:27:56.061,0.0095,36594.0645850573800,59957.05,23362.98541494262500,1851.098791345393200,22,5,Validação documentos
1634,883,66,2010-06-17 23:00:36.611,0.0174,714.6580079515389,1384.65,669.99199204846120,22.386019040323937,47,0,Enviada
1635,515,18,2019-02-18 20:12:37.095,0.0149,92688.7603220577700,171765.00,79076.23967794223000,2075.906041773800600,74,3,Enviada
1636,797,13,2012-09-27 17:56:34.658,0.0183,22369.3602441618420,28343.40,5974.03975583815700,469.899825116836100,113,6,Em análise
1637,587,39,2020-09-30 15:10:21.199,0.0150,82725.3950951035500,152738.27,70012.87490489644000,1672.306698085961700,91,1,Enviada
1638,690,42,2010-09-21 23:24:41.736,0.0140,61451.3561721543400,116506.26,55054.90382784566000,1273.196289825409000,81,3,Aprovada
1639,131,42,2021-02-18 03:21:52.583,0.0217,92298.4553916453200,126543.31,34244.85460835468000,2489.975392509610600,76,0,Aprovada
1640,659,88,2022-07-16 04:24:53.241,0.0149,79312.5711455209200,128082.05,48769.47885447908000,1537.262595409320700,99,5,Validação documentos
1641,177,11,2013-05-07 05:56:58.056,0.0100,75722.4371722748000,116542.74,40820.30282772519400,3564.518042906982400,24,1,Enviada
1642,535,98,2011-11-13 18:07:52.359,0.0108,113815.2806800493300,186204.94,72389.65931995068000,1703.698114976262300,119,2,Enviada
1643,415,52,2013-01-05 12:03:11.245,0.0142,15722.9669163845000,21774.97,6052.00308361550200,281.240151808671160,112,1,Validação documentos
1644,97,81,2013-01-05 18:33:58.864,0.0167,149297.8779810303800,183617.11,34319.23201896959000,4217.826235494548000,54,2,Em análise
1645,629,43,2010-08-01 04:37:53.215,0.0154,80689.4186110160700,123035.49,42346.07138898393000,4192.812351106209500,23,2,Enviada
1646,574,98,2016-06-14 17:27:40.739,0.0233,104038.8132219012300,125073.92,21035.10677809877000,4156.278980061516000,38,5,Aprovada
1647,229,10,2019-08-11 06:45:58.948,0.0200,60371.6111717252600,120043.20,59671.58882827474000,2631.981723082672000,31,5,Aprovada
1648,362,63,2021-09-22 10:29:23.021,0.0227,48287.3081449060400,72083.75,23796.44185509396300,1723.978182246340300,45,6,Em análise
1649,905,53,2014-08-26 09:52:02.347,0.0229,44829.4027931304700,67156.40,22326.99720686952400,4314.908837004914000,12,5,Enviada
1650,284,61,2015-03-07 18:47:46.246,0.0196,73882.3329241118000,122318.74,48436.40707588820000,4694.979033103429000,19,4,Aprovada
1651,608,48,2016-05-19 14:36:39.750,0.0155,185080.7878130229000,227560.96,42480.17218697708000,94697.473527411350000,2,1,Enviada
1652,961,78,2016-07-14 02:56:22.319,0.0152,19986.2170380351780,33287.19,13300.97296196482400,936.327533225858400,26,4,Aprovada
1653,298,76,2014-09-14 01:01:11.834,0.0196,55462.3659519612300,104279.69,48817.32404803877600,1226.553250163505500,112,3,Validação documentos
1654,213,78,2022-12-01 07:10:32.066,0.0218,55433.9624937116500,100003.63,44569.66750628835000,8624.572742233922000,7,4,Enviada
1655,670,24,2018-07-31 03:34:21.425,0.0208,14293.8002173370660,25988.04,11694.23978266293500,499.022861638807100,44,3,Enviada
1656,415,74,2011-08-06 22:02:12.408,0.0160,13457.3812289943270,16788.63,3331.24877100567300,1343.950047553271100,11,3,Em análise
1657,1,11,2019-09-25 11:59:03.965,0.0105,154759.6179871543000,204266.67,49507.05201284571000,3333.137139152427600,64,5,Validação documentos
1658,794,74,2017-01-20 06:29:07.338,0.0090,2840.2378275794003,3499.30,659.06217242060000,47.952602149106080,85,1,Enviada
1659,688,57,2022-05-31 12:18:57.153,0.0127,19818.9706173725030,35792.40,15973.42938262749900,3451.531277692263300,6,0,Em análise
1660,121,55,2021-04-27 12:33:33.384,0.0160,39619.6041588129740,52970.17,13350.56584118702600,976.399757132500100,66,3,Validação documentos
1661,884,40,2019-09-01 09:55:37.262,0.0241,38007.2506276568750,51264.04,13256.78937234313000,973.182189029360000,119,5,Aprovada
1662,630,44,2012-04-18 11:39:40.074,0.0204,62760.6139245764700,94421.07,31660.45607542353500,13330.653119040519000,5,1,Aprovada
1663,342,2,2015-01-28 05:03:30.324,0.0175,85872.5823515786600,116321.59,30449.00764842134200,4567.387440268217000,23,2,Validação documentos
1664,402,88,2015-05-06 21:34:04.662,0.0198,136534.3120646671700,222060.85,85526.53793533282000,8692.344561121563000,19,6,Aprovada
1665,651,45,2013-02-12 12:29:37.411,0.0203,45625.1235882138200,54497.84,8872.71641178617600,1211.155324844422000,72,3,Enviada
1666,493,38,2012-08-11 20:08:21.379,0.0101,72370.8951192400900,85436.67,13065.77488075991000,1634.188081857873400,59,3,Em análise
1667,967,26,2012-06-27 18:08:55.669,0.0144,107230.2908916509000,200518.82,93288.52910834910000,2653.384098443794800,61,2,Enviada
1668,627,60,2011-01-01 09:34:59.518,0.0231,72485.0712621962400,93716.36,21231.28873780375600,2677.167065904942000,43,4,Em análise
1669,848,97,2021-03-28 14:44:09.083,0.0221,93610.2045644567800,170505.06,76894.85543554321000,2879.065283106264400,58,0,Validação documentos
1670,133,49,2010-04-30 15:39:45.566,0.0237,97902.5404206682900,150584.61,52682.06957933170600,3655.359730424120700,43,3,Enviada
1671,162,60,2021-09-06 06:48:05.943,0.0239,40056.3633875755700,79980.24,39923.87661242443600,1056.957113911982300,100,6,Aprovada
1672,674,17,2018-07-13 02:27:10.711,0.0139,176734.2797174175200,229369.96,52635.68028258248000,3453.660123242653800,90,2,Validação documentos
1673,575,37,2019-12-25 08:56:27.969,0.0245,50372.6259926653100,61487.11,11114.48400733469500,1345.327009984165200,103,5,Validação documentos
1674,226,43,2018-08-19 00:52:48.156,0.0106,83337.5513609476900,132920.77,49583.21863905229000,8066.449440683549000,11,0,Enviada
1675,518,8,2013-01-23 11:03:51.406,0.0105,127315.6615138630400,194175.55,66859.88848613694000,6028.925806437424000,24,0,Enviada
1676,169,19,2016-04-23 10:26:25.585,0.0212,176246.9009977167000,237528.75,61281.84900228328500,7183.626972909046000,35,1,Enviada
1677,754,5,2018-03-13 00:09:03.253,0.0235,40130.9428765378200,52649.24,12518.29712346218200,1167.469739517792500,71,5,Em análise
1678,996,41,2013-09-20 20:12:22.023,0.0162,32336.4341434303500,47775.45,15439.01585656964700,830.485652167585400,62,6,Validação documentos
1679,333,75,2017-11-09 17:56:24.597,0.0184,104272.2239421390800,161887.80,57615.57605786090400,14136.193890616100000,8,6,Enviada
1680,209,95,2022-11-03 04:20:17.602,0.0154,1463.2728120218010,2819.46,1356.18718797819900,30.155608768189964,90,4,Enviada
1681,909,93,2017-07-18 19:41:37.550,0.0175,94478.8422015535500,138004.47,43525.62779844645000,2022.861697185316200,98,2,Em análise
1682,575,43,2013-12-08 14:03:19.647,0.0191,18391.5497866056900,22793.02,4401.47021339431200,475.330249562399900,71,0,Em análise
1683,388,74,2018-09-26 13:08:52.486,0.0131,148175.6140956573700,235334.95,87159.33590434263000,2846.705496760089000,88,3,Enviada
1684,887,71,2018-12-04 15:51:02.715,0.0175,96106.1789183584800,120486.99,24380.81108164153000,2204.104605058708000,83,0,Em análise
1685,292,5,2014-02-15 13:43:12.525,0.0131,106721.0468337378100,178062.30,71341.25316626218000,2116.692772078088600,83,1,Aprovada
1686,920,51,2011-11-27 23:10:21.190,0.0109,73760.0542571949800,100670.46,26910.40574280503300,1589.761277131853100,65,3,Em análise
1687,957,66,2022-01-17 11:09:29.598,0.0094,128245.9369461714000,242218.79,113972.85305382861000,2675.799656954690000,64,5,Em análise
1688,605,15,2016-12-25 14:26:46.383,0.0207,36243.6222251974400,71567.17,35323.54777480256000,940.480866579053900,78,2,Em análise
1689,55,81,2018-07-16 01:47:33.216,0.0189,50657.7224268903500,80873.04,30215.31757310964000,1301.993315543215700,71,4,Enviada
